sample_id,field_id,class,road_class,urbimpact,water_factor,soil_ph,loi_105_gkg,tc_105_gkg,tn_105_gkg,tic_105_gkg,toc_105_gkg,cn_ratio,Na_40_gkg,Mg_40_gkg,K_40_gkg,Ca_40_gkg,Mn_40_gkg,Fe_40_gkg,P_40_gkg,S_40_gkg,Cu_40_gkg,Zn_40_gkg,Pb_40_gkg,Cd_40_gkg,Al_40_gkg,Si_40_gkg,undissolved_silicates_percent,Na_105_gkg,Mg_105_gkg,K_105_gkg,Ca_105_gkg,Mn_105_gkg,Fe_105_gkg,P_105_gkg,S_105_gkg,Cu_105_gkg,Zn_105_gkg,Pb_105_gkg,Cd_105_gkg,Al_105_gkg,Si_105_gkg
117,asawase 3c,Short-term,uninf_road,Low,1.007483796,5.84,24.56820651,10.12559066,0.834611891,,10.12559066,12.1320949,0.022435964,0.323433504,0.506216765,0.468530759,0.244539593,9.027240205,0.129548341,0.091674225,0.005554036,0.013281384,0.010784733,0.000231121,18.6318614,0.142345077,93.1880109,0.02260387,0.325854015,0.510005188,0.472037147,0.246369677,9.094798229,0.130517854,0.092360296,0.005595601,0.01338078,0.010865444,0.00023285,18.77129845,0.143410358
118,asokwa 1a,Long-term,inf_road,High,1.02101164,8.22,51.9620849,19.37880092,1.227255991,0.905883638,18.47291729,15.05221194,0.085877863,0.760735532,2.119801021,4.136610054,0.131489596,14.41172695,0.509045713,0.164995768,0.008083,0.075070449,0.019561208,0.000910633,51.22480378,0.113546863,81.16079924,0.087682298,0.776719833,2.164341517,4.223527015,0.134252408,14.71454097,0.519741598,0.168462599,0.008252838,0.076647802,0.019972221,0.000929767,52.30112091,0.115932669
122,asokwa 2b,Long-term,inf_road,High,1.022743895,7.2,63.51303527,28.50387236,1.721277976,0.741682991,27.76218937,16.12882391,0.113231235,0.976414894,1.948559088,5.720344607,0.239399554,27.7795445,0.450830226,0.236327756,0.043001794,0.206433938,0.043316396,0.002220558,59.32422847,0.053055586,72.65110712,0.115806554,0.998622372,1.992876912,5.850447526,0.244844432,28.41135955,0.461083862,0.24170277,0.043979822,0.211129049,0.044301579,0.002271063,60.6734925,0.054262276
126,asokwa 3c,Long-term,uninf_road,Mid-high,1.050283563,7.31,61.82122931,21.15271095,1.979784515,1.621146527,19.53156442,9.865500145,0.082700872,0.827012878,1.318812812,4.36860433,0.353628273,25.10434029,0.334276209,0.241919768,0.019507876,0.078675782,0.019756892,0.001468704,52.3734186,0.207721614,77.82026769,0.086859366,0.868598031,1.385127418,4.588273319,0.371409962,26.36667596,0.351084808,0.254084356,0.020488802,0.082631881,0.020750339,0.001542556,55.00694067,0.218166597
128,asokwa 4b,Long-term,inf_road,High,1.043480688,6.72,70.40209029,36.17747546,2.121396239,0.29100113,35.88647433,16.91644101,0.11997788,0.905180056,1.816424681,5.090197965,0.351366567,26.64042169,0.71681241,0.264803228,0.031658777,0.163451993,0.014910073,0.00158317,39.46670906,0.175671598,77.82974743,0.125194601,0.944537908,1.895404076,5.311523276,0.366644228,27.79876556,0.747979907,0.276317055,0.033035322,0.170558999,0.015558373,0.001652007,41.18274873,0.18330992
132,asokwa 5c,Long-term,uninf_road,Mid-high,1.006353871,7.18,14.37382288,6.409467806,0.511227767,0.289569215,6.119898592,11.97098239,0.052016885,0.292746992,0.929498259,0.848666419,0.081054315,6.269637012,0.109080172,0.085127969,0.002491119,0.030118238,0.003662144,0.00032726,14.05587022,0.194566831,94.3615257,0.052347394,0.294607069,0.935404171,0.854058736,0.081569323,6.309473479,0.109773253,0.085668862,0.002506947,0.030309605,0.003685413,0.000329339,14.14517941,0.195803084
135,asokwa 6c,Long-term,uninf_road,Mid-high,1.041750958,7.78,86.70943356,48.21223435,4.070120994,8.0820182,40.13021615,9.859710856,0.113069441,1.710466771,1.866845708,30.06355503,0.322889416,31.98533253,0.73441933,0.453839988,0.04932593,0.155654171,0.035134949,0.002420122,54.27795575,0.120376221,64.81481481,0.117790199,1.781880397,1.944788306,31.31873726,0.336370359,33.32075081,0.765082041,0.472788243,0.051385335,0.162152882,0.036601866,0.002521165,56.54411242,0.125402043
137,atonsu 1b,Long-term,uninf_road,Mid-high,1.014303112,6.6,76.60715674,22.89282124,1.310479621,0.221219789,22.67160145,17.30023198,0.131264847,0.901338294,1.379459915,3.02603826,0.249714512,36.17654431,0.406126077,0.202152289,0.374096996,0.497452859,0.120900063,0.002336131,78.25170808,0.375631126,68.29944547,0.133142343,0.914230236,1.399190485,3.069320024,0.253286207,36.69398147,0.411934944,0.205043696,0.379447747,0.504567983,0.12262931,0.002369545,79.37095102,0.38100382
141,atonsu 2c,Long-term,uninf_road,Mid-high,1.009641066,7.9,44.08181435,11.2675943,0.799635725,2.271254517,8.996339785,11.2505476,0.086118915,0.668775607,1.742167979,4.158168463,0.204971745,23.03151159,0.794061074,0.155486282,0.017799682,0.077170873,0.013369758,0.001411813,48.2536769,0.169460262,82.10227273,0.086949194,0.675223317,1.758964336,4.198257642,0.206947891,23.25355993,0.80171667,0.156985336,0.01797129,0.077914883,0.013498657,0.001425424,48.71889381,0.171094039
142,atonsu 3a,Long-term,uninf_road,Mid-high,1.012680953,7.56,46.23553954,15.84845692,1.25369902,0.481508885,15.36694803,12.25728647,0.157947598,0.680094778,1.78644508,3.257831233,0.213338533,29.92775592,0.536174799,0.211228837,0.015945206,0.092593198,0.017961258,0.002187786,56.91492375,0.146166631,76.92932575,0.159950524,0.688719028,1.809098907,3.299143639,0.216043869,30.3072684,0.542974007,0.21390742,0.016147407,0.093767368,0.018189024,0.002215529,57.63665924,0.148020163
146,ayeduase 1b,Long-term,uninf_road,Mid-high,1.009560084,6.22,42.24450377,17.09828886,1.438082924,0.302558097,16.79573076,11.67925054,0.039528194,0.392137771,1.237089908,1.072630436,0.178199152,8.075235945,0.201339856,0.130090875,0.003632732,0.014779289,0.007937803,0.000576523,23.12754572,0.144520889,91.77101968,0.039906087,0.395886641,1.248916591,1.082884873,0.179902751,8.152435881,0.203264682,0.131334555,0.003667462,0.01492058,0.008013689,0.000582035,23.348647,0.145902521
149,ayeduase 2b,Long-term,inf_road,High,1.011531292,7.07,39.66975221,15.34450342,1.286939579,0.008435566,15.33606786,11.9166961,0.064393052,0.596834475,1.732127007,2.074779002,0.208885566,13.93203922,0.263935272,0.139301028,0.005475469,0.029336052,0.009250309,0.000698754,35.00684898,0.07032757,85.81436077,0.065135587,0.603716748,1.75210067,2.098703886,0.211294287,14.09269364,0.266978787,0.140907349,0.005538608,0.029674334,0.009356977,0.000706812,35.41052319,0.071138538
151,ayeduase 3a,Long-term,inf_road,High,1.02539056,6.11,68.88713952,23.62911395,1.895991922,0.443765118,23.18534883,12.22861161,0.072037934,0.810173932,2.304921433,1.866847189,0.226729299,22.31743632,0.41781222,0.219152366,0.00636645,0.035753788,0.029495904,0.001264997,55.12570091,0.234480277,77.93594306,0.073867018,0.830744702,2.363444679,1.914247484,0.232486083,22.88408853,0.428420706,0.224716767,0.006528097,0.036661597,0.030244822,0.001297116,56.52537333,0.240433863
155,baworo 1b,Short-term,uninf_road,Low,1.010522552,5.89,34.44858763,15.89551974,1.132795781,,15.89551974,14.03211418,0.018741809,0.326105692,0.433736499,0.547076833,0.172492859,8.17878296,0.122902803,0.093913876,0.003583925,0.010531269,0.003070399,0.000395884,18.03819483,0.095626043,93.02736099,0.018939021,0.329537156,0.438300514,0.552833478,0.174307924,8.264844629,0.124196054,0.09490209,0.003621637,0.010642085,0.003102707,0.00040005,18.22800268,0.096632273
159,baworo 2c,Short-term,uninf_road,Low,1.009779605,6.06,29.86525203,16.43921196,1.474278223,0.398636281,16.04057568,10.88029073,0.031064283,0.398591699,0.720255776,0.579731994,0.188756284,7.682955505,0.136468633,0.099388121,0.001788018,0.010520793,0.007277021,0.000317759,20.42839884,0.014344457,92.19745223,0.03136808,0.402489768,0.727299593,0.585401544,0.190602246,7.758091772,0.137803243,0.100360098,0.001805504,0.010623683,0.007348188,0.000320867,20.6281805,0.01448474
160,baworo 3a,Short-term,uninf_road,Low,1.010885243,6.34,32.83213482,11.99920784,1.071538358,,11.99920784,11.19811321,0.039322812,0.436195808,1.061273718,0.756577959,0.12152858,9.795823557,0.148905579,0.105935739,0.004580699,0.013176777,0.002283446,0.000638414,28.95640571,0.071971508,89.72513089,0.039750851,0.440943905,1.072825941,0.764813494,0.122851448,9.902453479,0.150526452,0.107088876,0.004630561,0.01332021,0.002308302,0.000645363,29.27160323,0.072754935
165,boadi 1c,Long-term,inf_road,High,1.008016588,6.48,38.84108751,11.7974723,0.860629723,0.249582334,11.54788997,13.41795393,0.058331801,0.498171899,1.541106873,0.532393951,0.13072164,30.1779802,0.174185468,0.129194706,0.009447487,0.025733263,0.015424067,0.001932942,33.23221837,0.142842547,85.90544157,0.058799423,0.502165537,1.553461291,0.536661933,0.131769581,30.41990462,0.175581841,0.130230407,0.009523224,0.025939556,0.015547715,0.001948437,33.49862735,0.143987657
167,boadi 2b,Long-term,inf_road,High,1.014406798,6.02,47.76416104,17.95779088,1.70607822,0.355428867,17.60236202,10.31744138,0.07657942,0.60883344,2.323789723,1.167305345,0.211611627,17.6334012,0.277772265,0.177103534,0.045098538,0.021589425,0.019213005,0.000939712,41.58931242,0.133688303,83.58974359,0.077682684,0.61760478,2.357268093,1.184122477,0.214660273,17.88744205,0.281774074,0.179655028,0.045748264,0.021900459,0.019489803,0.000953251,42.18848126,0.135614323
170,boadi 3b,Long-term,uninf_road,Mid-high,1.005600193,5.56,23.23385664,9.461758699,0.733213921,,9.461758699,12.90449953,0.024811833,0.27747064,0.803033408,0.286925336,0.073980718,6.153834645,0.153993336,0.088699716,0.003528564,0.011528065,0.00407245,0.000222938,18.63637293,0.152386009,94.01709402,0.024950784,0.279024529,0.80753055,0.288532174,0.074395024,6.188297304,0.154855728,0.089196452,0.003548325,0.011592625,0.004095256,0.000224186,18.74074021,0.1532394
173,bokro 1b,Long-term,uninf_road,Mid-high,1.031803077,5.63,41.29295707,12.02050585,0.981244726,,12.02050585,12.25026288,0.059413212,0.469840659,0.921924806,1.021695245,0.265648407,16.399597,0.536829103,0.142817657,0.012070141,0.07074941,0.006536515,0.001014745,40.86332426,0.093633143,84.95188101,0.061302735,0.484783038,0.951244851,1.054188297,0.274096844,16.92115465,0.55390192,0.147359698,0.012454008,0.072999459,0.006744396,0.001047017,42.16290371,0.096610965
177,bokro 2c,Long-term,uninf_road,Mid-high,1.035127791,7.86,44.05322464,17.75244161,1.441933012,1.313762846,16.43867876,11.40044553,0.146684799,0.894048684,1.00824828,4.898637425,0.243127719,20.8043283,0.507392502,0.197532374,0.015413948,0.065052248,0.018861317,0.00126888,55.09512432,0.254363988,78.21969697,0.151837512,0.925454639,1.043665815,5.070715735,0.251668258,21.53513839,0.525216079,0.20447125,0.015955406,0.06733739,0.019523874,0.001313453,57.03049432,0.263299233
180,bokro 3c,Long-term,uninf_road,Mid-high,1.016248154,7.02,33.21868699,10.08524668,0.7703161,0.336716516,9.748530161,12.65523355,0.129068193,0.509315695,0.879906979,1.40995122,0.189972231,22.7550406,0.337829552,0.132034891,0.00740726,0.038782871,0.013182319,0.001499284,53.5139968,0.068029977,81.51571165,0.131165313,0.517591134,0.894203843,1.432860324,0.193058929,23.124768,0.343318658,0.134180214,0.007527614,0.039413021,0.013396508,0.001523645,54.38350044,0.069135338
182,bosore 1b,Short-term,uninf_road,Low,1.006023918,6.7,19.70836743,8.577359927,0.671017953,0.267467415,8.309892512,12.3840092,0.040395752,0.365459266,1.135154824,0.760792711,0.086073928,8.054299688,0.135565823,0.082652126,0.0011865,0.020969703,0.007717804,0.000354077,21.05709367,0.009998595,92.31448763,0.040639093,0.367660763,1.141992904,0.765375664,0.08659243,8.102818131,0.136382461,0.083150015,0.001193647,0.021096023,0.007764296,0.00035621,21.18393988,0.010058825
184,bosore 2a,Short-term,uninf_road,Low,1.010475775,6.02,28.46378277,13.00482322,1.048873854,0.224927017,12.7798962,12.18439773,0.05111741,0.413050138,1.288288498,0.765210345,0.128405151,10.10169265,0.151889023,0.119692162,0.002270853,0.01643934,0.014501882,0.000711351,34.27208051,0.070296425,86.86252772,0.051652905,0.417377159,1.301784318,0.773226516,0.129750294,10.2075157,0.153480178,0.12094603,0.002294641,0.016611555,0.0146538,0.000718803,34.6311071,0.071032835
188,bosore 3b,Short-term,inf_road,Mid-low,1.043946755,7.71,44.50691028,19.97070142,1.606634055,1.245341432,18.72535999,11.65502494,0.112849366,0.799366184,2.357640745,4.010646862,0.190249219,13.2762764,0.441850992,0.18298171,0.007837856,0.065461332,0.02154207,0.000654152,48.78193997,0.045921335,80.3960396,0.11780873,0.834495734,2.461251404,4.186901776,0.198610055,13.85972567,0.461268909,0.191023162,0.008182304,0.068338145,0.022488774,0.0006829,50.92574792,0.047939429
190,bronikrom 1a,Short-term,inf_road,Mid-low,1.012696042,6.4,53.94650859,25.35504146,2.078907087,0.057298278,25.29774319,12.16877048,0.093095187,0.604445318,2.12492579,1.768830149,0.28180343,12.24042262,0.237796845,0.185307494,0.005114975,0.017889102,0.007781025,0.000694453,41.76201409,0.130083883,83.24873096,0.094277127,0.612119381,2.151903936,1.791287291,0.285381218,12.39582754,0.240815924,0.187660166,0.005179915,0.018116223,0.007879813,0.00070327,42.29222636,0.131735433
194,bronikrom 2b,Short-term,inf_road,Mid-low,1.011600136,6.17,29.71280631,13.91528311,1.222976048,0.18126368,13.73401943,11.2299987,0.092434103,0.520883049,2.018802854,0.778411008,0.238721479,10.93048775,0.178215456,0.136109603,0.003014596,0.013620522,0.00992754,0.000552173,38.84458857,0.043876931,85.3606028,0.093506351,0.526925364,2.042221243,0.787440682,0.241490681,11.0572829,0.180282779,0.137688493,0.003049565,0.013778522,0.010042701,0.000558579,39.2951911,0.044385909
197,bronikrom 3b,Short-term,inf_road,Mid-low,1.007489856,6.25,25.72344077,11.75173948,0.985768282,0.24759273,11.50414675,11.67023423,0.055425097,0.370482098,1.335915727,0.602225408,0.13633643,7.223637371,0.124814643,0.100213015,0.001772776,0.009618588,0.009328447,0.000416082,25.15543095,0.241221361,89.87712112,0.055840223,0.373256956,1.345921544,0.60673599,0.13735757,7.277741378,0.125749487,0.100963596,0.001786053,0.009690629,0.009398315,0.000419198,25.34384152,0.243028075
200,buokrom 1b,Long-term,uninf_road,Mid-high,1.009533876,8.16,39.39978031,13.78013741,0.894447014,2.332960037,11.44717738,12.79804973,0.044241636,0.654689016,0.768323096,6.738680854,0.162884523,17.68471095,0.326104388,0.151127171,0.016167902,0.209677866,0.023933176,0.001346138,40.66421711,0.035005718,82.88808664,0.04466343,0.66093074,0.775648194,6.802926604,0.164437444,17.85331479,0.329213427,0.152567999,0.016322045,0.211676909,0.024161352,0.001358972,41.05190473,0.035339459
201,buokrom 1c,Long-term,uninf_road,Mid-high,1.013408949,7.39,39.3931922,19.51825637,1.376209353,1.404884712,18.11337166,13.16178502,0.096594459,0.692050185,0.861792024,4.754575593,0.380289346,20.09161342,0.61712756,0.18113735,0.022954768,0.25136024,0.024048203,0.001390713,40.61968388,0.077328371,80.76323988,0.097889689,0.701329851,0.87334775,4.818329457,0.385388627,20.36102085,0.625402592,0.183566212,0.023262568,0.254730716,0.024370664,0.001409361,41.16435117,0.078365263
204,buokrom 2c,Long-term,uninf_road,Mid-high,1.010852373,7.62,39.13781359,14.84942136,1.383856899,0.851414425,13.99800694,10.11521274,0.162211575,0.546292533,0.691661441,3.599634438,0.207286505,15.57868275,0.468474378,0.236105916,0.007117818,0.039468171,0.018618249,0.000982798,40.46383187,0.115276101,83.75089477,0.163971955,0.552221103,0.699167609,3.638699014,0.209536056,15.74774843,0.473558437,0.238668225,0.007195063,0.039896494,0.018820302,0.000993464,40.90296047,0.11652712
206,buokrom 3b,Long-term,uninf_road,Mid-high,1.011691441,7.36,54.68731359,18.66570709,1.689524707,1.379873064,17.28583403,10.23118156,0.058193081,0.534676263,0.77842262,2.772870955,0.494378766,19.14332328,0.286709592,0.179434004,0.00885821,0.035196723,0.012229812,0.001255814,41.22215431,0.111583338,82.03483043,0.058873442,0.540927399,0.787523502,2.805289813,0.500158766,19.36713632,0.29006164,0.181531846,0.008961775,0.035608224,0.012372796,0.001270497,41.70410071,0.112887908
208,buokrom 4a,Long-term,inf_road,High,1.010373355,7.37,34.25469117,17.08541343,1.139701144,1.408159469,15.67725396,13.75558324,0.056091658,0.528585217,0.743083126,5.014581318,0.167216198,16.99582071,1.186188283,0.156718519,0.028292895,0.160903969,0.034159521,0.001512856,27.07414524,0.045964053,85.31331593,0.056673516,0.534068419,0.750791391,5.066599348,0.168950791,17.17212439,1.198493035,0.158344216,0.028586387,0.162573083,0.034513869,0.001528549,27.35499495,0.046440855
210,buokrom 4c,Long-term,inf_road,High,1.007492118,7.46,26.08881526,11.88840699,0.991372244,0.519762936,11.36864405,11.46758357,0.07333445,0.494407073,0.881929739,3.001057251,0.103316369,12.77357178,0.660680176,0.131081362,0.008516729,0.239124505,0.018140111,0.000942525,25.24803332,0.147856124,89.04011461,0.07388388,0.498111229,0.88853726,3.023541526,0.104090428,12.86927288,0.665630069,0.132063439,0.008580538,0.240916054,0.018276019,0.000949587,25.43719455,0.14896388
212,buokrom 5b,Long-term,inf_road,High,1.023344562,6.7,102.900046,52.8250463,3.049566796,0.308378524,52.51666778,17.22102558,0.056874782,0.737930496,1.351611372,5.733169146,0.470154765,19.89560865,1.286090121,0.270711313,0.026072266,0.214105597,0.040867638,0.002656051,40.22253771,0.038555501,74.10714286,0.058202499,0.75515716,1.383164148,5.86700747,0.481130322,20.36006293,1.316113331,0.27703095,0.026680912,0.219103799,0.041821675,0.002718055,41.16151524,0.039455562
213,buokrom 5c,Long-term,inf_road,High,1.009290107,7.08,40.40139704,15.66418246,1.089024025,0.148206983,15.51597548,14.24759704,0.050709741,0.377684466,0.720301319,3.03651139,0.134412826,19.80274929,0.787292022,0.183626463,0.010008348,0.09401957,0.017991197,0.001282945,27.64525751,0.094048594,86.34615385,0.051180839,0.381193195,0.726992995,3.064720906,0.135661535,19.98671895,0.794606049,0.185332372,0.010101327,0.094893022,0.018158337,0.001294864,27.90208491,0.094922316
216,buokrom 6b2,Long-term,inf_road,High,1.03501006,7.15,122.9502012,51.84365392,3.08225996,0.889172058,50.95448187,16.53153288,0.174119599,1.137411119,2.281886578,9.55799258,0.341675431,32.39176194,1.699293527,0.35943774,0.02565488,0.220195322,0.047258898,0.002227204,84.12102025,0.148290465,64.21825813,0.180215537,1.177231951,2.361775565,9.892618478,0.353637508,33.52579948,1.758785896,0.372021677,0.026553059,0.227904373,0.048913435,0.002305179,87.06610224,0.153482123
219,domeabra 1b,Short-term,inf_road,Mid-low,1.054622523,5.8,60.55113427,14.26904274,1.518656433,,14.26904274,9.395833333,0.211984045,0.772596704,2.899097392,0.915071738,0.570019298,25.66591011,0.245315514,0.165968669,0.019695324,0.023336557,0.024639476,0.001550609,62.94348325,0.119580759,74.84822203,0.223563149,0.814797885,3.057453406,0.965055265,0.60115519,27.06784688,0.258715266,0.175034297,0.020771132,0.024611259,0.025985347,0.001635307,66.38161512,0.126112562
221,domeabra 2a,Short-term,inf_road,Mid-low,1.026477642,6.17,55.19935409,16.68026169,1.558193061,0.177059055,16.50320263,10.59124382,0.180705189,0.75573029,2.240287138,1.195216853,0.635668202,25.61990227,0.244025267,0.175790713,0.015357842,0.022650067,0.013350541,0.001432188,47.5566346,0.136375865,80.32220944,0.185489836,0.775740246,2.29960466,1.226863378,0.652499198,26.29825688,0.250486481,0.180445236,0.015764481,0.023249788,0.013704032,0.001470109,48.81582217,0.139986777
224,domeabra 3a,Short-term,inf_road,Mid-low,1.01887443,4.97,37.63064829,11.09554254,1.00053469,,11.09554254,11.08961303,0.09740985,0.505163239,1.152000825,0.261696829,0.329630283,17.65698438,0.182963745,0.128694959,0.009510035,0.019432371,0.010675,0.001185422,35.97919975,0.0956641,86.26421697,0.099248406,0.514697907,1.173744184,0.266636207,0.335851866,17.99024989,0.186417081,0.131124003,0.009689531,0.019799146,0.010876485,0.001207796,36.65828663,0.097469706
228,dompoase 1b,Long-term,uninf_road,Mid-high,1.015517069,6.02,38.29768301,11.93232556,0.88349985,0.093669938,11.83865562,13.39972567,0.062523293,0.410177848,0.751076009,0.861454111,0.224359273,22.76575094,0.274107323,0.121333262,0.007577018,0.044974219,0.005191017,0.001302996,35.15712492,0.140822023,85.10638298,0.063493472,0.416542606,0.762730507,0.874821354,0.227840671,23.11900867,0.278360665,0.123215998,0.007694591,0.045672087,0.005271566,0.001323215,35.70266044,0.143007168
232,dompoase 2c,Long-term,uninf_road,Mid-high,1.028943381,7.57,69.81650861,24.55058908,1.958079255,0.655089576,23.8954995,12.20354051,0.116415028,0.817150064,1.536819052,4.249062947,0.247629311,25.5223177,0.577289116,0.209242002,0.012361903,0.177340542,0.026370495,0.001874575,56.53375926,0.077268151,75.98994343,0.119784473,0.84080115,1.581299792,4.372045196,0.25479654,26.26101988,0.593997815,0.215298173,0.012719698,0.182473377,0.027133746,0.001928831,58.17003741,0.079504552
233,dompoase 3a,Long-term,uninf_road,Mid-high,1.009870668,7.51,42.6590464,13.50197083,1.276476524,0.420061192,13.08190964,10.24845298,0.066214977,0.532787925,0.941056531,2.552276835,0.110611753,12.8675785,0.216365484,0.153300625,0.003935226,0.028249586,0.01259424,0.000784475,34.34304496,0.085031675,86.39143731,0.066868563,0.538046898,0.950345387,2.577469512,0.111703565,12.9945901,0.218501156,0.154813804,0.003974069,0.028528428,0.012718554,0.000792218,34.68203376,0.085870994
238,dompoase 4c,Long-term,uninf_road,Mid-high,1.034167834,5,46.15092278,17.52914479,1.469552493,,17.52914479,11.92821956,0.053676029,0.448168451,0.85219405,0.438302328,0.115661792,20.0762849,0.259500412,0.160701102,0.005410454,0.021322913,,0.001046988,46.92599958,0.14384349,81.11111111,0.055510023,0.463481397,0.881311676,0.453278169,0.119613705,20.76224808,0.268366979,0.166191911,0.005595318,0.022051471,,0.001082761,48.52935937,0.148758311
241,dompoase 5c,Long-term,uninf_road,Mid-high,1.008447706,6.73,36.29631272,12.45432917,0.990295648,0.241698869,12.2126303,12.33230736,0.062109111,0.438826055,1.093598708,1.315058353,0.163231401,14.99343943,0.181592331,0.119956373,0.006270102,0.021399536,0.01656819,0.00099567,35.12563343,0.115152813,88.18105616,0.062633791,0.442533129,1.102837109,1.32616758,0.164610332,15.1200996,0.183126369,0.120969729,0.006323069,0.021580313,0.016708153,0.001004081,35.42236447,0.11612559
243,dompoase 6b,Long-term,uninf_road,Mid-high,1.015911952,5.31,32.85503408,9.743611536,0.854381952,,9.743611536,11.40428062,0.065889621,0.386872107,0.939948129,0.487384449,0.15189677,16.40837853,0.184315312,0.105994719,0.003227017,0.015761176,0.006225297,0.000898906,32.68346251,0.078345367,87.23653396,0.066938054,0.393027997,0.954904538,0.495139687,0.154313744,16.66946787,0.187248129,0.107681302,0.003278365,0.016011967,0.006324354,0.000913209,33.20352021,0.079591995
246,donyina 1b,Short-term,inf_road,Mid-low,1.017536309,5.91,47.89652585,14.05217642,1.382831843,,14.05217642,10.16188374,0.054622692,0.691877269,0.514117789,0.807929369,0.387112536,17.20485122,0.225507722,0.154852187,0.011997142,0.02364568,0.02186394,0.00122825,44.13239181,0.141575021,82.44111349,0.055580573,0.704010242,0.523133518,0.822097467,0.393901061,17.50656081,0.229462295,0.157567723,0.012207528,0.024060338,0.022247353,0.001249789,44.90631105,0.144057724
250,donyina 2c,Short-term,inf_road,Mid-low,1.023469224,5.32,38.82724239,14.99382413,1.180060015,,14.99382413,12.70598439,0.060561468,0.602369062,0.485622758,0.724714678,0.472324543,19.21654951,0.250203867,0.144007893,0.012196933,0.023939522,0.017059213,0.001287544,39.96084287,0.139730419,82.83499446,0.061982798,0.616506196,0.497019948,0.741723169,0.483409633,19.667547,0.256075958,0.147387646,0.012483185,0.024501364,0.017459579,0.001317761,40.89869283,0.143009784
251,donyina 3a,Short-term,inf_road,Mid-low,1.028227139,6.3,30.32063546,11.90687027,1.111513538,,11.90687027,10.71230342,0.046773491,0.441814644,0.531899263,0.881982045,0.194263057,22.09140752,0.195876075,0.129245293,0.009211309,0.020172343,,0.001188475,38.81985857,0.201232883,82.22222222,0.048093773,0.454285807,0.546913258,0.906877875,0.199746547,22.71498475,0.201405097,0.132893517,0.009471318,0.020741751,,0.001222022,39.91563213,0.206913112
254,ejisu 1a,Short-term,inf_road,Mid-low,1.013730716,6.36,51.43553122,18.64250786,1.892635246,0.085598889,18.55690897,9.804799425,0.07059128,0.669609985,1.390079745,1.554161162,0.190212482,17.64089297,0.303296254,0.20957475,0.009303305,0.030574444,0.022972103,0.000908113,46.94306878,0.296837331,79.91498406,0.071560549,0.678804209,1.409166535,1.575500907,0.192824235,17.88311505,0.307460728,0.212452361,0.009431046,0.030994253,0.023287526,0.000920582,47.5876307,0.30091312
259,ejisu 2c,Short-term,inf_road,Mid-low,1.009953317,5.06,28.45567026,9.685452311,0.874619573,,9.685452311,11.073903,0.059881054,0.423140407,0.965076351,0.50256169,0.162367715,13.34146681,0.143438448,0.109118895,0.00711615,0.015382872,0.022251899,0.000524803,34.53174863,0.180129638,86.900369,0.060477069,0.427352058,0.974682062,0.507563846,0.163983813,13.47425867,0.144866136,0.11020499,0.007186979,0.015535982,0.022473379,0.000530027,34.87545407,0.181922525
260,ejisu 3a,Short-term,inf_road,Mid-low,1.011120163,5.12,49.62280321,14.35790632,1.390290225,,14.35790632,10.32727273,0.113008451,0.582674814,1.575207171,0.557969639,0.221899107,29.82040993,0.25044572,0.175986124,0.011254295,0.024789875,0.001153433,0.0016381,46.92777729,0.145150663,79.38053097,0.114265124,0.589154253,1.592723732,0.564174352,0.224366661,30.15201776,0.253230717,0.177943118,0.011379444,0.025065543,0.00116626,0.001656316,47.44962184,0.146764763
263,ejisu-round 1a,Short-term,inf_road,Mid-low,1.005833391,6.96,30.75520348,10.42043393,0.799637545,0.242884595,10.17754933,12.72770318,0.055888101,0.356445047,1.309878952,0.812799406,0.078014527,8.463950447,0.159342218,0.087363346,0.002173288,0.011978024,0.017713825,0.000421608,27.32001757,0.121309106,89.44237918,0.056214119,0.35852433,1.317519987,0.817540782,0.078469616,8.513323975,0.160271723,0.087872971,0.002185965,0.012047897,0.017817157,0.000424068,27.4793859,0.122016749
266,ejisu-round 2a,Short-term,inf_road,Mid-low,1.007202893,5.01,30.35574668,11.07923182,0.87727372,,11.07923182,12.62916188,0.045291161,0.312742699,0.794815408,0.260993793,0.063830635,8.178173969,0.134809999,0.094788614,0.00352201,0.007446764,0.010243385,0.000391551,24.08271997,0.407482862,89.71962617,0.045617389,0.314995351,0.800540379,0.262873703,0.0642904,8.23708048,0.135781021,0.095471367,0.003547379,0.007500402,0.010317167,0.000394372,24.25618523,0.410417917
271,ejisu-round 3c,Short-term,inf_road,Mid-low,1.012090369,7.3,34.79667063,12.51955786,0.955413308,0.955722673,11.56383519,12.10348976,0.092491985,0.627594371,2.056614184,1.585036886,0.130120648,15.93717443,0.252430072,0.12406554,0.006415014,0.037015939,0.011429776,0.00074606,50.66247073,0.174499431,80.74349442,0.093610247,0.635182219,2.081479408,1.604200566,0.131693854,16.12986075,0.255482044,0.125565538,0.006492574,0.037463476,0.011567966,0.00075508,51.27499868,0.176609193
274,ekyem 1c,Short-term,inf_road,Mid-low,1.015466178,7.8,44.87383904,15.29292064,1.254100729,2.5649147,12.72800594,10.14910975,0.198509445,0.602262115,2.578673001,2.1535765,0.307193744,14.1530687,0.509404745,0.158324015,0.01077552,0.169348082,0.022661884,0.000740634,35.67509873,0.087011781,84.3832021,0.201579628,0.611576808,2.618555216,2.186884096,0.311944857,14.37196258,0.517283289,0.160772682,0.010942176,0.17196725,0.023012377,0.000752089,36.22685615,0.08835752
