sample_id,field_id,class,road_class,urbimpact,water_factor,soil_ph,loi_105_gkg,tc_105_gkg,tn_105_gkg,tic_105_gkg,toc_105_gkg,cn_ratio,Na_40_gkg,Mg_40_gkg,K_40_gkg,Ca_40_gkg,Mn_40_gkg,Fe_40_gkg,P_40_gkg,S_40_gkg,Cu_40_gkg,Zn_40_gkg,Pb_40_gkg,Cd_40_gkg,Al_40_gkg,Si_40_gkg,undissolved_silicates_percent,Na_105_gkg,Mg_105_gkg,K_105_gkg,Ca_105_gkg,Mn_105_gkg,Fe_105_gkg,P_105_gkg,S_105_gkg,Cu_105_gkg,Zn_105_gkg,Pb_105_gkg,Cd_105_gkg,Al_105_gkg,Si_105_gkg
426,knust 7b,Long-term,inf_road,High,1.00926233,5.35,50.43350547,14.52723849,1.307018024,,14.52723849,11.11479583,0.058317739,0.484750141,1.618203202,0.635696304,0.196604577,17.3539309,0.233195494,0.146435926,0.005088244,0.022578927,0.004726351,0.000857087,38.59830508,0.256101447,83.15038419,0.058857897,0.489240057,1.633191534,0.641584333,0.198425594,17.51466873,0.235355427,0.147792264,0.005135373,0.02278806,0.004770128,0.000865025,38.95581532,0.258473543
426,knust 7b,Long-term,inf_road,High,1.00926233,5.35,50.43350547,14.52723849,1.307018024,,14.52723849,11.11479583,0.033262162,0.522982562,1.882897201,0.729282155,0.203562378,17.17780707,0.247424295,0.14975462,0.006739639,0.021136949,0.027513888,0.00107556,42.42042258,0.018546378,82.29223248,0.033570247,0.527826599,1.900337216,0.736037007,0.20544784,17.33691359,0.24971602,0.151141697,0.006802064,0.021332726,0.027768731,0.001085522,42.81333454,0.018718161
429,knust 8b,Long-term,uninf_road,Mid-high,1.015452149,4.82,26.53535626,10.61827828,0.895107165,,10.61827828,11.86257769,0.028041893,0.286136966,0.558932392,0.265055823,0.095761804,14.31125344,0.187001669,0.102948954,0.004102363,0.010773312,0.011437041,0.000751698,29.30170919,0.257985012,86.48498331,0.0284752,0.290558397,0.567569098,0.269151505,0.09724153,14.53239307,0.189891247,0.104539736,0.004165753,0.010939783,0.011613768,0.000763314,29.75448358,0.261971435
432,knust 9b,Long-term,uninf_road,Mid-high,1.018444601,6.81,60.37389636,29.91879041,2.33353238,0.119720132,29.79907028,12.76994077,0.057265422,0.828812652,1.235313186,3.664681156,0.473736728,44.63933986,1.513130528,0.245265637,0.019674992,0.058974204,,0.002929184,51.44045404,0.332186072,68.28817734,0.058321659,0.84409977,1.258098044,3.732274737,0.482474613,45.46269466,1.541039617,0.249789464,0.020037889,0.060061959,,0.002983212,52.38925267,0.338313111
434,kontonpo 1a,Long-term,uninf_road,Mid-high,1.018789479,4.62,45.32774708,12.93385561,1.120797374,,12.93385561,11.53986966,0.055855176,0.389383198,1.690840927,0.304458938,0.075395099,11.04634332,0.17037222,0.13154104,0.002308651,0.023869981,0.019075408,0.000484321,38.74238218,0.511976664,84.49033392,0.056904666,0.396699505,1.722610947,0.310179562,0.076811734,11.25389836,0.173573425,0.134012627,0.002352029,0.024318485,0.019433825,0.000493421,39.47033134,0.521596439
439,kontonpo 2c,Long-term,uninf_road,Mid-high,1.016161766,5.4,65.93662136,17.0809351,1.534105581,,17.0809351,11.13413269,0.000448722,0.505496487,0.765091057,1.100667824,0.350800433,27.85330771,0.272470453,0.181930756,0.007060222,0.021744942,0.029589829,0.00199239,53.70408156,0.029071366,77.11651299,0.000455974,0.513666203,0.777456279,1.118456559,0.356469987,28.30346634,0.276874057,0.184871078,0.007174328,0.022096378,0.030068052,0.002024591,54.57203434,0.02954121
442,kontonpo 3c,Long-term,uninf_road,Mid-high,1.028794528,4.85,50.27067971,14.3538286,1.292618101,,14.3538286,11.10446201,0.045673898,0.438938061,1.180142974,0.347011192,0.315445401,17.85394016,0.214006703,0.154746274,0.004620145,0.017374144,0.005640302,0.000880911,40.51681836,0.484464081,82.24687933,0.046989056,0.451577075,1.214124634,0.357003216,0.324528503,18.36803595,0.220168925,0.159202119,0.00475318,0.017874424,0.005802712,0.000906276,41.68348104,0.498413996
443,kontonpo 4a,Long-term,uninf_road,Mid-high,1.013893587,6.49,84.99250954,22.66733374,1.865705908,0.200234741,22.467099,12.04214389,0.049644906,0.547496726,0.948279303,1.534928106,0.277322698,27.21653052,0.361613511,0.215077009,0.01272248,0.146417954,0.020664177,0.001630602,64.50144565,0.3641243,70.92485549,0.050334652,0.55510342,0.961454305,1.556253764,0.281175705,27.59466576,0.36663762,0.2180652,0.012899241,0.148452224,0.020951276,0.001653257,65.39760211,0.369183293
447,kontonpo 5b,Long-term,uninf_road,Mid-high,1.036845959,6.49,99.13827091,27.96520008,2.485452798,0.437851755,27.52734833,11.07538568,0.062800899,0.822122848,1.308824875,2.137426715,0.431204356,32.70109446,0.472517711,0.270449333,0.012970479,0.059490154,0.013629259,0.001957087,70.06363741,0.372089915,65.25795829,0.065114858,0.852414753,1.357049782,2.216182252,0.447092494,33.90599764,0.489928079,0.280414298,0.013448389,0.061682126,0.014131442,0.002029198,72.64519931,0.385799924
449,kontonpo 6a,Long-term,uninf_road,Mid-high,1.032575841,5.82,76.30446773,17.84348416,1.661041057,,17.84348416,10.74234986,0.044398896,0.644863408,0.891119118,1.117349155,0.544190058,31.48391575,0.398673672,0.207875639,0.010946593,0.028998591,0.012753565,0.001801657,66.28846853,0.356968726,70.31847134,0.045845227,0.665870376,0.920148073,1.153747744,0.561917507,32.50953079,0.411660803,0.214647363,0.011303188,0.029943245,0.013169023,0.001860348,68.44787115,0.368597283
468,kwamo 1c,Short-term,uninf_road,Low,1.008324303,7.53,33.51778505,11.96880947,0.841950793,0.596823456,11.37198602,13.50671098,0.005034508,0.397512734,0.742208411,1.568372032,0.163191668,8.633398135,0.184042519,0.110974482,0.004928406,0.010644428,0.012715252,0.000583668,20.96511557,0.024484234,88.79310345,0.005076417,0.40082175,0.748386779,1.581427635,0.164550125,8.705265153,0.185574545,0.111898267,0.004969432,0.010733035,0.012821098,0.000588527,21.13963554,0.024688048
471,kwamo 2c,Short-term,uninf_road,Low,1.005920529,5.78,25.12543078,8.526182407,0.580416145,,8.526182407,14.6897747,0.023248624,0.297629999,0.540964819,0.443792846,0.175660959,8.367195951,0.158724551,0.07718316,0.002103637,0.005492914,0.003606437,0.000301039,17.21171185,0.493991122,91.85867896,0.023386269,0.299392126,0.544167618,0.446420334,0.176700965,8.416734181,0.159664284,0.077640125,0.002116091,0.005525434,0.003627789,0.000302822,17.31361429,0.496915811
473,kwamo 3b,Short-term,uninf_road,Low,1.006564096,7,30.27812479,9.994174907,0.77908061,0.187725546,9.806449362,12.58720758,0.037304683,0.348222447,0.87219617,1.063038123,0.163337993,13.87195083,0.172942212,0.107313282,0.004418158,0.018499381,,0.000659862,26.34898805,0.458933709,87.3857404,0.037549555,0.350508213,0.877921349,1.070016007,0.16441016,13.96300765,0.174077422,0.108017697,0.004447159,0.018620813,,0.000664193,26.52194533,0.461946194
475,louis 1a(OFF GRID),Long-term,uninf_road,Mid-high,1.00552787,5.67,19.11721596,5.189129402,0.508338354,,5.189129402,10.20802259,0.022449181,0.215692593,0.377942645,0.366516103,0.088984411,7.964001941,0.086027355,0.049302279,0.002243912,0.010614746,0.005797721,0.000429476,16.33673403,0.372102661,92.69202088,0.022573277,0.216884913,0.380031862,0.368542156,0.089476306,8.008025905,0.086502903,0.049574815,0.002256316,0.010673423,0.00582977,0.00043185,16.42704137,0.374159596
479,louis 2b(OFF GRID),Long-term,uninf_road,Mid-high,1.01017012,5.72,46.00768684,15.01638608,1.310192401,,15.01638608,11.46120681,0.041193771,0.497425653,0.776934449,0.873006939,0.200669727,14.76832847,0.194570719,0.139587265,0.0049789,0.013929709,0.008643356,0.000850918,31.50024551,0.448447069,85.36379019,0.041612717,0.502484532,0.784835966,0.881885524,0.202710562,14.91852415,0.196549526,0.141006884,0.005029536,0.014071376,0.00873126,0.000859572,31.82060679,0.45300783
483,louis 3c(OFF GRID),Long-term,inf_road,High,1.022283703,5.57,45.64391289,20.13480362,1.568632112,,20.13480362,12.83589916,0.060058131,0.633231791,1.277983922,0.983581969,0.2586045,18.39910068,0.254555587,0.162402682,0.004400885,0.016318907,0.009894313,0.000918516,41.55756529,0.335904141,80.67010309,0.061396449,0.64734254,1.306462136,1.005499817,0.264367166,18.80910077,0.260228028,0.166021616,0.004498953,0.016682553,0.010114795,0.000938984,42.48362172,0.343389329
486,maxima 1b,Long-term,inf_road,High,1.012343533,7.93,39.08614906,12.14630412,0.993521915,1.077978941,11.06832518,11.14049425,0.05371844,0.453712011,1.068372133,2.931328886,0.193261706,12.78312457,0.352012209,0.143575207,0.005277436,0.029444258,0.014396435,0.000728412,28.13955151,0.300662576,86.37157833,0.054381515,0.45931242,1.08155962,2.96751184,0.195647239,12.94091348,0.356357283,0.145347432,0.005342578,0.029807704,0.014574137,0.000737403,28.48689298,0.304373814
486,maxima 1b,Long-term,inf_road,High,1.012343533,7.93,39.08614906,12.14630412,0.993521915,1.077978941,11.06832518,11.14049425,0.030769183,0.516820687,1.330233689,3.635783665,0.203397194,13.89353062,0.373094246,0.151907575,0.007380009,0.032793115,0.024346295,0.000897391,32.6049633,0.04491747,85.63254927,0.031148983,0.52320008,1.346653472,3.680662079,0.205907834,14.06502587,0.377699547,0.153782651,0.007471105,0.033197898,0.024646814,0.000908468,33.00742373,0.04547191
490,maxima 2c,Long-term,inf_road,High,1.036620143,7.58,111.2674464,51.77575175,5.12057906,2.993061665,48.78269009,9.526791701,0.283488917,1.73564406,3.077226279,11.08785622,0.271448182,17.86813299,2.899405205,0.540764089,0.042632474,0.371062361,0.02262311,0.001343911,35.97961698,0.335688552,53.18518519,0.293870322,1.799203594,3.189914745,11.4938951,0.281388654,18.52246657,3.005581838,0.560566947,0.044193681,0.384650718,0.023451572,0.001393126,37.2971957,0.347981514
493,maxima 3c,Long-term,inf_road,High,1.011356388,7.89,57.85475422,33.56340042,0.86548231,2.054467197,31.50893322,36.40621288,0.098792003,0.431006,0.806808243,5.505421633,0.122446957,12.56303225,0.599811657,0.137695127,0.006449566,0.128180144,0.043847482,0.00076217,17.43185028,0.173396708,86.56276327,0.099913923,0.435900671,0.81597067,5.567943335,0.123837512,12.70570291,0.606623351,0.139258846,0.00652281,0.129635808,0.044345431,0.000770826,17.62981312,0.175365868
493,maxima 3c,Long-term,inf_road,High,1.011356388,7.89,57.85475422,33.56340042,0.86548231,2.054467197,31.50893322,36.40621288,0.07704578,0.502386487,1.035583035,7.013636239,0.133833524,13.45876756,0.649450809,0.152502115,0.010093359,0.142600756,0.066444528,0.000938043,19.90569984,0.039409369,85.66061365,0.077920742,0.508091782,1.047343518,7.09328581,0.135353389,13.61161054,0.656826224,0.154233988,0.010207983,0.144220186,0.067199098,0.000948696,20.13175668,0.039856917
494,maxima 4a,Long-term,inf_road,High,1.008001397,7.59,36.47021581,11.5597651,0.932417919,0.393817016,11.16594808,11.97526115,0.06158271,0.490795028,1.263784695,2.363839995,0.185246269,17.3331344,0.775829045,0.169819803,0.022497891,0.088212579,0.058732279,0.001086011,39.04610963,0.461017563,83.18181818,0.062075458,0.494722074,1.273896738,2.382754018,0.186728498,17.47182369,0.782036761,0.171178598,0.022677906,0.088918403,0.059202219,0.0010947,39.35853306,0.464706347
497,maxima 5a,Long-term,inf_road,High,1.032341955,7.45,78.60891768,30.55004524,2.480784037,1.039056699,29.51098854,11.89583136,0.072015975,0.563580809,1.254259192,6.665725785,0.222612717,21.98104156,1.458993843,0.28192968,0.014644536,0.280202875,0.038216349,0.00153331,38.43845962,0.447975191,76.73716012,0.074345112,0.581808114,1.294824386,6.881308387,0.229812448,22.69195141,1.506180556,0.291047837,0.015118169,0.289265184,0.03945234,0.0015829,39.68163454,0.462463584
500,maxima 6a,Long-term,inf_road,High,1.007692557,7.07,71.35062718,10.76470117,1.000920605,0.091952795,10.67274838,10.66293203,0.075020252,0.581797234,1.106806679,1.713784066,0.208326966,35.17380016,0.479502509,0.14887049,0.008800715,0.038722577,0.002106055,0.001884128,63.90728317,0.453837929,72.61794635,0.075597349,0.586272742,1.115320853,1.726967447,0.209929534,35.44437662,0.483191109,0.150015685,0.008868415,0.039020453,0.002122256,0.001898622,64.39889359,0.457329103
503,maxima 7a,Long-term,inf_road,High,1.011436198,6.92,48.95192188,14.16129762,1.098698923,0.044470412,14.11682721,12.84867666,0.049231668,0.452646525,1.323088882,1.145636835,0.174859131,19.40915992,0.365088573,0.140708977,0.007487281,0.047566196,0.017259493,0.001043124,38.84514249,0.274393233,83.30152672,0.049794691,0.457823081,1.338219988,1.158738565,0.176858855,19.63112692,0.369263799,0.142318153,0.007572907,0.048110173,0.017456876,0.001055053,39.28938325,0.277531249
506,maxima 8a,Long-term,inf_road,High,1.011426355,6.87,43.07009955,16.91452868,1.602527314,0.25636606,16.65816262,10.3949321,0.054542139,0.4475956,0.924346731,3.516874149,0.189958532,10.73785273,1.244398514,0.226136451,0.006674366,0.068307419,0.005713421,0.000766617,23.01714166,0.290882719,87.48403576,0.055165357,0.452709986,0.934908645,3.557059202,0.192129065,10.86054725,1.258617453,0.228720367,0.00675063,0.069087924,0.005778704,0.000775376,23.2801437,0.294206448
506,maxima 8a,Long-term,inf_road,High,1.011426355,6.87,43.07009955,16.91452868,1.602527314,0.25636606,16.65816262,10.3949321,0.018082821,0.50132487,1.175637234,4.377537025,0.196068474,10.96391676,1.31486557,0.234260702,0.008567047,0.078232016,0.01632807,0.000874244,25.26895883,0.028415401,87.18775181,0.018289442,0.507053186,1.189070483,4.427556318,0.198308822,11.08919437,1.329889691,0.236937448,0.008664938,0.079125923,0.016514641,0.000884234,25.55769093,0.028740085
509,maxima 9b,Long-term,inf_road,High,1.023015128,5.92,66.09285342,21.8500434,1.727416321,,21.8500434,12.64897357,0.050127232,0.61287708,1.352252467,1.693259184,0.229978176,23.20876279,0.536166532,0.19990493,0.013494973,0.042401444,0.041651752,0.001727746,42.85444265,0.467948008,78.34008097,0.051280916,0.626982524,1.38337473,1.732229761,0.235271153,23.74291544,0.548506473,0.204505768,0.013805561,0.043377318,0.042610372,0.00176751,43.84074313,0.478717891
513,Oforikrom 1a3,Long-term,inf_road,High,1.081893564,7.26,89.72772277,10.50625412,1.007299998,0.642307619,9.863946499,9.792461545,0.069929971,0.573309081,1.334332044,1.659176561,0.195836402,44.64462411,0.445012971,0.149653226,0.015432397,0.085001899,0.084383,0.003439822,105.6762005,0.475205338,58.01603206,0.075656785,0.620259406,1.443605251,1.795052443,0.211874143,48.30073151,0.481456669,0.161908862,0.016696211,0.091963007,0.091293425,0.003721521,114.3304012,0.514121597
515,oforikrom 1c,Long-term,inf_road,High,1.021036364,8.12,83.88019422,6.842128314,0.623335485,1.204788152,5.637340162,9.04383,0.116087168,0.535972299,1.58355423,1.043609096,0.192957987,40.90721624,0.370724521,0.101550837,0.015226821,0.067850732,0.078347707,0.003261914,100.2422454,0.212423697,61.2111293,0.11852922,0.547247208,1.616866453,1.065562837,0.197017121,41.76775532,0.378523217,0.103687097,0.015547138,0.069278065,0.079995858,0.003330533,102.3509777,0.21689232
518,oforikrom 2c,Long-term,inf_road,High,1.022876067,6.41,49.89452745,7.714276906,0.572246353,0.036460715,7.677816192,13.41697707,0.044010008,0.415373487,1.142228176,0.762005119,0.114353507,19.42011352,0.199168071,0.099234227,0.00906102,0.033168334,0.052569144,0.001466744,52.82687301,0.399644439,79.62112514,0.045016784,0.424875598,1.168357864,0.779436799,0.116969465,19.86436934,0.203724253,0.101504316,0.0092683,0.033927095,0.053771719,0.001500297,54.0353441,0.408786732
519,oforikrom 3a,Long-term,inf_road,High,1.033875322,5.65,72.7101513,15.67568225,1.01008882,,15.67568225,15.51911271,0.028938547,0.508847005,1.054490339,0.952224279,0.08983097,26.08223673,0.262407955,0.129797467,0.013948918,0.045716487,0.058208425,0.001801113,68.33901893,0.429679436,73.42592593,0.02991885,0.526084361,1.090211538,0.984481182,0.092874023,26.96578089,0.271297109,0.134194398,0.014421443,0.047265148,0.060180255,0.001862126,70.65402518,0.444234965
519,oforikrom 3a,Long-term,inf_road,High,1.033875322,5.65,72.7101513,15.67568225,1.01008882,,15.67568225,15.51911271,0.022124874,0.560284346,1.068965987,1.075138187,0.091491345,26.53157862,0.284148462,0.129048199,0.014586224,0.045069331,0.042193647,0.001780652,73.59482273,0.018823639,71.84115523,0.022874361,0.579264158,1.105177553,1.111558839,0.094590644,27.43034438,0.293774082,0.133419749,0.015080337,0.046596069,0.043622971,0.001840972,76.08787103,0.019461296
524,oforikrom 4c,Long-term,inf_road,High,1.012897589,7.18,60.15061056,21.48474855,1.268789447,0.434394407,21.05035414,16.59089631,0.077529598,0.577949061,0.899822524,4.268486715,0.132325723,20.51405373,0.793158348,0.282334074,0.036924828,0.146268415,0.059653581,0.001510312,30.61139264,0.454282042,82.41444867,0.078529543,0.58540321,0.911428065,4.323539903,0.134032406,20.77863556,0.803388178,0.285975503,0.037401069,0.148154925,0.060422968,0.001529791,31.0062058,0.460141185
527,oforikrom 5c,Long-term,inf_road,High,1.030636096,7.09,74.2419795,25.92957871,1.876014321,0.184047372,25.74553134,13.72352602,0.043340283,0.542207601,0.926460211,2.380935258,0.121934911,22.75735826,0.443978973,0.173635722,0.01807335,0.184103023,0.050517692,0.001834782,47.88728947,0.386892594,76.41456583,0.04466806,0.558818725,0.954843335,2.453877819,0.12567052,23.45455487,0.457580755,0.178955242,0.018627046,0.189743221,0.052065357,0.001890993,49.35436906,0.398745473
530,oforikrom 6c,Long-term,inf_road,High,1.010529633,7.26,49.37734988,16.28428224,1.102824019,0.38251677,15.90176547,14.41913234,0.059805696,0.448139914,0.819970554,2.699185357,0.246945895,15.17374896,0.456230248,0.157137071,0.013252064,0.196429225,0.036103244,0.001196537,34.40891349,0.348909824,83.46552776,0.060435428,0.452858663,0.828604543,2.727606788,0.249546145,15.33352296,0.461034185,0.158791667,0.013391603,0.198497552,0.036483398,0.001209136,34.77122672,0.352583716
532,onwe 1b,Short-term,uninf_road,Low,1.013565506,6.25,61.48148148,20.95148975,2.157433107,0.461096637,20.49039312,9.497579811,0.055898137,0.626439561,1.590683723,1.563038765,0.427084894,27.88046268,0.337476571,0.233632232,0.014810018,0.017031555,0.044549014,0.001760407,42.93021754,0.159222493,78.6316776,0.056656423,0.634937531,1.612262153,1.584242177,0.432878517,28.25867525,0.342054611,0.236801571,0.015010923,0.017262597,0.045153344,0.001784288,43.51258765,0.161382426
536,onwe 2c,Short-term,uninf_road,Low,1.048525324,6.35,63.85457398,23.4760355,2.395622943,0.030900538,23.44513496,9.78665488,0.033136599,0.539734978,0.962898811,1.817968653,0.330391977,22.23311144,0.303157131,0.22821709,0.012979518,0.014980398,0.026193858,0.001527194,36.27312126,0.416298903,80.99173554,0.034744564,0.565925792,1.009623788,1.90618617,0.346424355,23.31198037,0.317867928,0.239291398,0.013609353,0.015707327,0.027464923,0.001601301,38.03328621,0.436499942
536,onwe 2c,Short-term,uninf_road,Low,1.048525324,6.35,63.85457398,23.4760355,2.395622943,0.030900538,23.44513496,9.78665488,0.011594938,0.605991919,0.973945918,2.052497582,0.349136624,22.97285596,0.336758775,0.237588312,0.01185786,0.014575576,0.015137357,0.001573421,38.40201139,0.01767158,80.61302682,0.012157586,0.635397873,1.021206959,2.152095692,0.366078591,24.08762123,0.353100103,0.249117361,0.012433267,0.015282861,0.015871902,0.001649772,40.26548142,0.018529099
538,onwe 3b,Short-term,uninf_road,Low,1.029287883,6.16,56.15959774,18.89109571,2.117343735,0.202236544,18.68885917,8.826558888,0.050829477,0.634232128,1.513861037,1.642073927,0.432978091,22.98216772,0.3612997,0.221497565,0.015916428,0.025389595,0.03322912,0.001509461,38.90564232,0.458573957,81.92133132,0.052318165,0.652807445,1.558198823,1.690166796,0.445659103,23.65526676,0.371881404,0.22798476,0.016382586,0.026133203,0.034202331,0.00155367,40.04510623,0.472004617
540,paakoso 1a,Short-term,uninf_road,Low,1.014825556,6.03,55.02770323,18.52600479,1.419356269,0.500928746,18.02507604,12.6994726,0.025210064,0.582193225,1.352825016,1.385996809,0.371402539,13.53986299,0.274847691,0.159346576,0.011039326,0.024298997,0.042442067,0.000756009,43.33775287,0.666342632,81.72635445,0.025583817,0.590824564,1.372881399,1.406544982,0.376908788,13.74059899,0.278922461,0.161708978,0.01120299,0.024659243,0.043071294,0.000767217,43.98025916,0.676221532
545,paakoso 2c,Short-term,uninf_road,Low,1.009066367,5.99,30.04383206,11.14764783,0.847810955,,11.14764783,13.14874238,0.018758607,0.338755322,0.82593512,0.79743676,0.214706244,7.71162025,0.187363614,0.094559478,0.005429347,0.023733795,0.015929454,0.000358319,23.23568437,0.380715575,90.16918153,0.018928679,0.341826603,0.833423351,0.804666615,0.21665285,7.781536632,0.189062321,0.095416789,0.005478571,0.023948974,0.016073876,0.000361568,23.44634762,0.384167282
546,paakoso 3a,Short-term,uninf_road,Low,1.010571913,6.78,34.96708268,12.52384158,1.034779019,0.274569946,12.24927163,11.83757248,0.023408667,0.369785353,1.044690943,1.153955508,0.099349792,10.02203198,0.214607517,0.120701858,0.00232667,0.015607285,0.019223402,0.000614383,25.99116356,0.55849654,88.55072464,0.023656142,0.373694692,1.055735325,1.166155025,0.100400109,10.12798403,0.216876329,0.121977907,0.002351267,0.015772283,0.01942663,0.000620878,26.26593988,0.564400917
549,prabon 1a,Short-term,uninf_road,Low,1.013392656,4.92,63.61793197,16.42709495,1.471446137,,16.42709495,11.16391185,0.013959691,0.525532446,0.688171316,0.595650668,0.199643694,20.27623707,0.185315967,0.171544307,0.00823847,0.017065323,0.044552978,0.001033254,61.70631384,0.607904642,76.26418989,0.014146649,0.532570722,0.697387758,0.603628012,0.202317453,20.54778974,0.18779784,0.173841741,0.008348806,0.017293873,0.04514966,0.001047092,62.53272527,0.6160461
549,prabon 1a,Short-term,uninf_road,Low,1.013392656,4.92,63.61793197,16.42709495,1.471446137,,16.42709495,11.16391185,0.015878988,0.507970497,0.675324329,0.639161239,0.193406916,17.62230658,0.188564127,0.163460066,0.00876826,0.017796937,0.029484882,0.001061408,55.70087128,0.023820693,78.2161235,0.01609165,0.514773571,0.684368715,0.647721305,0.195997149,17.85831607,0.191089502,0.165649231,0.00888569,0.018035285,0.029879763,0.001075623,56.44685389,0.024139716
552,prabon 2a,Short-term,uninf_road,Low,1.031629958,7.34,105.2048037,42.65789877,3.748943268,0.746399695,41.91149907,11.1795501,0.008429687,0.747236162,0.610007746,5.494392231,0.26814479,14.54791128,0.741908174,0.238951029,0.014140168,0.04947038,0.023149435,0.000785442,37.75494586,1.953183599,73.32106716,0.008696317,0.770871211,0.629302265,5.668179627,0.276626198,15.00806111,0.765374699,0.24650904,0.014587421,0.051035126,0.023881651,0.000810285,38.94913321,2.014962714
556,prabon 3b,Short-term,uninf_road,Low,1.021515166,5.98,82.63452969,25.28250036,2.548680339,,25.28250036,9.919839679,0.026742731,0.525899907,0.842012758,1.56636652,0.183141237,16.80066618,0.312238171,0.225587175,0.006957843,0.018762714,0.040990306,0.001148533,53.29125314,0.145541308,76.8488746,0.027318105,0.537214731,0.860128802,1.600067156,0.187081551,17.16213531,0.318956027,0.230440721,0.007107542,0.019166397,0.041872219,0.001173244,54.4378233,0.148672653
559,sawaba 1b,Long-term,inf_road,High,1.015548254,7.69,76.0483377,21.86475391,1.664483589,1.379257348,20.48549656,12.30741877,0.043129702,0.650797103,0.970327073,4.916850757,0.358954761,32.34776646,0.531465551,0.223260479,0.014846013,0.097691645,0.056265284,0.002019018,68.88394106,0.141754376,70.9063214,0.043800293,0.660915861,0.985413965,4.993299202,0.364535881,32.85071776,0.539728912,0.22673179,0.015076842,0.099210579,0.057140111,0.00205041,69.95496608,0.143958409
561,sawaba 2a,Long-term,inf_road,High,1.014963457,8.21,46.79544169,22.25814862,1.387455046,5.331643867,16.92650475,12.19967796,0.463935493,0.990950761,1.125678251,15.48818637,0.27512501,18.61356862,1.203036362,0.301297361,0.014709047,0.16810113,0.347564195,0.001255628,34.00892496,0.142260649,82.45729304,0.470877572,1.00577881,1.14252229,15.71994319,0.279241831,18.89209196,1.221037945,0.305805811,0.014929145,0.170616504,0.352764957,0.001274416,34.51781606,0.14438936
564,sawaba 3a,Long-term,inf_road,High,1.032958404,7.63,70.25890939,16.60513838,1.38144496,0.547179794,16.05795859,11.62403067,0.059812948,0.639295337,0.989026863,2.461398004,0.512635746,38.08692986,0.402586587,0.191594357,0.020336734,0.056047794,0.078417035,0.002550926,76.93239329,0.170601455,69.66731898,0.061784287,0.660365491,1.02162361,2.542521753,0.529531401,39.34221427,0.415855198,0.197909002,0.021007001,0.057895039,0.081001535,0.002635,79.46796216,0.176224206
568,sawaba 4b,Long-term,uninf_road,Mid-high,1.014453903,7.78,47.57423901,13.37886639,0.907226821,0.808195993,12.5706704,13.85614943,0.073087642,0.596591954,2.408941103,2.511659829,0.122243377,17.0857987,0.353236277,0.125822125,0.052204391,0.112799129,0.043587758,0.00114587,47.31945434,0.147770564,81.65447383,0.074144044,0.605215036,2.443759704,2.547963116,0.124010271,17.33275518,0.35834192,0.127640746,0.052958948,0.114429516,0.044217772,0.001162432,48.00340513,0.149906425
572,sepe 1c,Long-term,uninf_road,Mid-high,1.060804354,7.48,81.89900212,39.19949741,2.586122387,1.309081203,37.8904162,14.6514397,0.061499147,0.898340643,1.656452198,8.866529255,0.341375819,21.39770568,1.433457973,0.270255353,0.023230094,0.427889257,0.044715736,0.00182801,38.98797709,0.172704968,76.17021277,0.065238563,0.952963666,1.757171704,9.405652843,0.362132955,22.69877936,1.520618459,0.286688055,0.024642585,0.453906787,0.047434647,0.001939161,41.35861587,0.183206182
574,sepe 2b,Long-term,uninf_road,Mid-high,1.015335433,6.7,74.48301896,20.16051771,1.839870929,0.536932103,19.62358561,10.66574035,0.041125782,0.627449486,1.466549467,1.49120612,0.197389542,28.8728437,0.403253658,0.187955454,0.009100892,0.043261365,0.047427357,0.002133719,63.54161327,0.070283964,71.63730125,0.041756464,0.637071695,1.489039638,1.514074412,0.200416596,29.31562126,0.409437727,0.190837832,0.009240458,0.043924797,0.048154677,0.002166441,64.51605143,0.071361799
576,sepe 3a,Long-term,uninf_road,Mid-high,1.027913681,6.3,77.39702389,10.99247566,1.043091696,,10.99247566,10.53835986,0.055296974,0.73784615,1.748314308,0.902337713,0.195500269,31.02353437,0.243923821,0.138716351,0.010367634,0.033194861,0.065012999,0.002095001,97.43666494,0.061353435,64.85049834,0.056840516,0.758442152,1.797116195,0.92752528,0.200957401,31.88951541,0.250732632,0.142588435,0.010657032,0.034121452,0.066827751,0.00215348,100.1564809,0.063066035
579,sepe 4a,Long-term,uninf_road,Mid-high,1.009891168,4.7,30.72450102,12.1583889,0.980470539,,12.1583889,12.40056526,0.038824537,0.372253591,1.572168635,0.300314928,0.075708608,9.41413916,0.147922506,0.101301429,0.001990487,0.014068949,0.026264517,0.000518436,33.00010941,0.126863677,86.99242946,0.039208557,0.375935613,1.587719219,0.303285393,0.076457454,9.507255989,0.149385632,0.102303419,0.002010176,0.014208108,0.026524304,0.000523564,33.32651902,0.128118507
583,sepe 5b,Long-term,uninf_road,Mid-high,1.053390112,6.61,40.43179138,11.83385513,0.982912573,0.191850663,11.64200447,11.84439469,0.055369384,0.643887773,2.257800532,1.513600103,0.131892183,22.96884081,0.411586948,0.124180513,0.004163222,0.027755789,0.049565007,0.001329044,72.02125516,0.086211591,73.67256637,0.058325562,0.678265013,2.378344755,1.594411382,0.138933921,24.19514979,0.433561622,0.130810524,0.004385497,0.029237673,0.052211288,0.001400001,75.86647803,0.090814437
